volumen,hidrologia,tiempo,turbinado,vertimiento,energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,costo_termico,ingreso_exportacion,demanda,demanda_residual,aportes,volumen_siguiente,hidrologia_siguiente,tiempo_siguiente,action,reward
407.57472,0,67,407.57472,0.0,15466.721914893618,94836.57389358795,7972.95051741626,35494.42107808353,138303.94548908772,62881.42954662673,0.0,6288142.954662673,0.0,216652.09695060807,78348.15146152035,676.7712,676.7712,1,68,1.0,-6288142.954662673
676.7712,1,68,676.7712,0.0,25682.240425531916,93489.92244418705,7886.580423981958,30304.0610313741,131680.5638995431,61464.00568678773,0.0,6146400.568678773,0.0,218826.81001186275,87146.24611231964,696.7296,696.7296,0,69,1.0,-6146400.568678773
696.7296,0,69,696.7296,0.0,26439.625531914895,99055.78688356072,7202.4720605141165,23179.4313984164,129437.69034249125,59333.73254215723,0.0,5933373.254215723,0.0,215211.04841656337,85773.35807407212,487.65024000000005,487.65024000000005,0,70,1.0,-5933373.254215723
487.65024000000005,0,70,487.65024000000005,0.0,18505.44276595745,100802.10191017616,6848.619997839734,24103.361806967885,131754.08371498378,76554.37168237852,0.0,7655437.168237852,0.0,226813.89816331974,95059.81444833596,636.31008,636.31008,0,71,1.0,-7655437.168237852
636.31008,0,71,636.31008,0.0,24146.814255319146,101712.86540940804,6592.239287264835,35807.85017270486,144112.95486937772,59318.454172941,0.0,5931845.4172941,0.0,227578.22329763786,83465.26842826014,851.49792,851.49792,0,72,1.0,-5931845.4172941
851.49792,0,72,851.49792,0.0,32312.802765957447,98902.87783107659,6313.8888173883415,37372.87064236574,142589.63729083067,61277.178556135725,0.0,6127717.8556135725,0.0,236179.61861292383,93589.98132209317,885.4876800000001,885.4876800000001,0,73,1.0,-6127717.8556135725
885.4876800000001,0,73,885.4876800000001,0.0,33602.652553191496,94681.16623634899,6226.619440106171,37637.072097554694,138544.85777400984,74258.51577769677,0.0,7425851.577769677,0.0,246406.0261048981,107861.16833088826,1239.96096,1239.96096,1,74,1.0,-7425851.577769677
1239.96096,1,74,1239.96096,0.0,47054.27106382979,98082.60288412376,6146.379053501961,37262.135195270515,141491.11713289624,57875.968211725776,0.0,5787596.821172577,0.0,246421.3564084518,104930.23927555556,2142.2016000000003,2142.2016000000003,1,75,1.0,-5787596.821172577
2142.2016000000003,1,75,2142.2016000000003,0.0,81292.6680851064,97729.08333357955,6210.47218626575,37412.81097847418,141352.3664983195,19354.624271476976,0.0,1935462.4271476977,0.0,241999.65885490287,100647.29235658338,2212.4793600000003,2212.4793600000003,1,76,1.0,-1935462.4271476977
2212.4793600000003,1,76,2212.4793600000003,0.0,83959.58170212767,103119.13665103159,6069.428513861313,38417.16864588663,147605.73381077952,11753.844469293486,0.0,1175384.4469293486,0.0,243319.15998220068,95713.42617142116,2041.86528,2041.86528,0,77,1.0,-1175384.4469293486
